id,answer
TEST_0500, 위탁개발(CDO)​​​​​​​​​​
TEST_0501, 1.5단계 격상으로 인해 실내활동이
TEST_0502, 10월 11일까지​​​​​​​​​​
TEST_0503, 한복 챌린지​​​​​​​​​​​​​
TEST_0504, 67명​
TEST_0505, 2021학년도 중등교사 임용후보자 
TEST_0506, 142명​
TEST_0507, 395명​
TEST_0508, 에이스​
TEST_0509, 37세​​​​​​​​​​​​​​​​
TEST_0510, 55.7세​​​​​​​​​​​​​​
TEST_0511, 박승덕(50) 한화솔루션 사업전략실
TEST_0512, GELI​​​​​​​​​​​​​​​
TEST_0513, 5013억원​​​​​​​​​​​​​
TEST_0514, 성윤모 산업통상자원부 장관​​​​​
TEST_0515, 32만 개​
TEST_0516, 2조 800억 원​
TEST_0517, 감사 자료를 삭제한 산업부 공무원의
TEST_0518, 강훈식 민주당 의원​​​​​​​​​
TEST_0519, 500t급. 500t급 턴테이블은 
TEST_0520, 30년 
TEST_0521, 대만은 2016년 12월 세계 최초
TEST_0522, 500억원​​​​​​​​​​​​​​
TEST_0523," 미국, 유럽, 아프리카​​​​​​​"
TEST_0524, 공시지가 6억원 이하​​​​​​​​
TEST_0525, 95.5%(1789만호) 
TEST_0526, 1억원 이하​​​​​​​​​​​​​
TEST_0527, 4785억원​​​​​​​​​​​​​
TEST_0528, 2023년까지 3년간 적용된다.​​
TEST_0529, 2020년 5월 5일​​​​​​​​
TEST_0530, 1%​​​​​​​​​​​​​​​​​
TEST_0531, 100%​​​​​​​​​​​​​​​
TEST_0532, ​공공투자는 경기 회복에 중심 역할
TEST_0533, 인프라 유지 보수​​​​​​​​​​
TEST_0534, 11개 농가 4.9ha​​​​​​​
TEST_0535, 2020년 5월​​​​​​​​​​​
TEST_0536, 4억원​
TEST_0537, 춘양면​​​​​​​​​​​​​​​​
TEST_0538, 한경대학교 산학협력단​​​​​​​​
TEST_0539, 150억원​​​​​​​​​​​​​​
TEST_0540, 2020년 11월 ​​​​​​​​​
TEST_0541," 월 70만원, 연간 500만원이야."
TEST_0542, 한국조폐공사 ​​​​​​​​​​​​
TEST_0543, 2월 설명절을 맞아 폭발적으로 판매
TEST_0544," 삼성디스플레이, LG디스플레이, B"
TEST_0545, 프란체스카 홍​​​​​​​​​​​​
TEST_0546, 76번​​​​​​​​​​​​​​​​
TEST_0547, 32살이다.​​​​​​​​​​​​​
TEST_0548, 500명 정도.​​​​​​​​​​​
TEST_0549, 24도였다.​​​​​​​​​​​​​
TEST_0550, 엘포인트(L.Point) 회원​​​
TEST_0551, 3개​​​​​​​​​​​​​​​​​
TEST_0552, 2020년 7월 31일​​​​​​​
TEST_0553, 2020년 7월 1일​​​​​​​​
TEST_0554, 세종시​​​​​​​​​​​​​​​​
TEST_0555, 6.53%​​​​​​​​​​​​​​
TEST_0556, 금강​​​​​​​​​​​​​​​​​
TEST_0557, 현대자동차​​​​​​​​​​​​​​
TEST_0558, 삼성전자​​​​​​​​​​​​​​​
TEST_0559, 금복주​​​​​​​​​​​​​​​​
TEST_0560, 교보문고​​​​​​​​​​​​​​​
TEST_0561, 4번 출구​​​​​​​​​​​​​​
TEST_0562, 9억원​​​​​​​​​​​​​​​​
TEST_0563, 4명​​​​​​​​​​​​​​​​​
TEST_0564, 50~100명​​​​​​​​​​​​
TEST_0565, 2020년 10월 5일​​​​​​​
TEST_0566, 은평구​​​​​​​​​​​​​​​​
TEST_0567, 과천시​​​​​​​​​​​​​​​​
TEST_0568, 57.9%​​​​​​​​​​​​​​
TEST_0569," 경남, 경북 ​​​​​​​​​​​​"
TEST_0570, 47%​​​​​​​​​​​​​​​​
TEST_0571, 경북대학교병원​​​​​​​​​​​​
TEST_0572, 중앙방역대책본부장​​​​​​​​​​
TEST_0573, 중앙사고수습본부 1총괄조정관​​​​
TEST_0574, 42명​
TEST_0575, 고대구로병원​​​​​​​​​​​​​
TEST_0576, 1200대​​​​​​​​​​​​​​
TEST_0577, 150만원 
TEST_0578, 260만원 
TEST_0579, 20만원​
TEST_0580, 전기이륜차의 안전성을 확보하기 위해
TEST_0581, 8개 차종 1만300대 
TEST_0582, 217만원​​​​​​​​​​​​​​
TEST_0583, SUV 
TEST_0584, 1% 이율 적용​​​​​​​​​​​
TEST_0585, 6.9%​​​​​​​​​​​​​​​
TEST_0586, 스트리밍으로 먼저 공개하기로 한 이
TEST_0587, 아리엘 챈들러​​​​​​​​​​​​
TEST_0588, 25파운드(11kg)​​​​​​​​
TEST_0589," 자몽, 오렌지, 레몬, 라임, 수박"
TEST_0590, 자전거 타기ᆞ빠른 걷기ᆞ수영ᆞ요가ᆞ
TEST_0591, 바나나ᆞ파인애플ᆞ망고ᆞ건조 과일 등
TEST_0592, 7%였다.​​​​​​​​​​​​​​
TEST_0593, 9조3607억원​​​​​​​​​​​
TEST_0594, 85.5%​​​​​​​​​​​​​​
TEST_0595, 1103.8원​​​​​​​​​​​​
TEST_0596, 50조6740억원. 1년 전보다 5
TEST_0597, 10억원​
TEST_0598, 1억원​​​​​​​​​​​​​​​​
TEST_0599, 40%​​​​​​​​​​​​​​​​
TEST_0600, 504개 기관 
TEST_0601, 20만원​
TEST_0602, 25척 
TEST_0603, 20여 명​​​​​​​​​​​​​​
TEST_0604, 12척​​​​​​​​​​​​​​​​
TEST_0605, 12척 
TEST_0606, 80.5mm​​​​​​​​​​​​​
TEST_0607, 791억원​​​​​​​​​​​​​​
TEST_0608, 2021년 10월​​​​​​​​​​
TEST_0609, 9개 단체​​​​​​​​​​​​​​
TEST_0610, 광화문광장 재구조화 사업은 2019
TEST_0611, 서울시가 광화문광장 재구조화 사업을
TEST_0612, 10.2%​​​​​​​​​​​​​​
TEST_0613, 5% 이내​​​​​​​​​​​​​​
TEST_0614, 5%​​​​​​​​​​​​​​​​​
TEST_0615, 7200만원​​​​​​​​​​​​​
TEST_0616, 5%​​​​​​​​​​​​​​​​​
TEST_0617, 11일 ​​​​​​​​​​​​​​​
TEST_0618, 희망브리지 전국재해구호협회와 함께 
TEST_0619, 3대​​​​​​​​​​​​​​​​​
TEST_0620, 문재인 대통령 김정숙 여사가 금일봉
TEST_0621, 100만원 
TEST_0622, 37세​​​​​​​​​​​​​​​​
TEST_0623, 55.7세​​​​​​​​​​​​​​
TEST_0624, 7위 
TEST_0625, 한화그룹의 자산 규모와 비슷하다.​
TEST_0626, 김동원​​​​​​​​​​​​​​​​
TEST_0627, 카르멘 라인하트 세계은행 수석 이코
TEST_0628, 20% 이상​
TEST_0629, 2020년 10월 25일​​​​​​
TEST_0630," 30,00개 기업​"
TEST_0631, 혁신추구​​​​​​​​​​​​​​​
TEST_0632, <|url_start|>https:
TEST_0633, 10만 부​
TEST_0634, 12월 31일​​​​​​​​​​​​
TEST_0635, 4분기 코스피 상장사 순이익 증가율
TEST_0636, 85.5%​​​​​​​​​​​​​​
TEST_0637, 48.9%​​​​​​​​​​​​​​
TEST_0638, 1888억원가량 적자로 돌아섰고 한
TEST_0639, 5.3%​​​​​​​​​​​​​​​
TEST_0640, 광주시는 '2021년도 마을기업 청
TEST_0641, 180만원​
TEST_0642, 만 18~39세​
TEST_0643, 200만원​
TEST_0644, 100만원​
TEST_0645, 11월 24일 ~ 12월 7일​​​
TEST_0646, 175.1명​​​​​​​​​​​​​
TEST_0647, 27.4명으로 2단계 기준(30명)
TEST_0648, 박능후 중대본 1차장(보건복지부 장
TEST_0649," 클럽, 유흥주점, 단란주점, 감성주"
TEST_0650, 삼성증권 리서치센터장​​​​​​​​
TEST_0651, 2020년 10월 6일​
TEST_0652, 대검찰청 감찰부 
TEST_0653, 94억원​
TEST_0654, 이완규 변호사​​​​​​​​​​​​
TEST_0655, 대검 감찰부에 수사 의뢰​​​​​​
TEST_0656, 2021년 5월 28일​
TEST_0657, 230ha​
TEST_0658, GAP 인증 도정시설에서 가공하는 
TEST_0659," 1,00톤​"
TEST_0660, 50억 원​​​​​​​​​​​​​​
TEST_0661, 세종시​​​​​​​​​​​​​​​​
TEST_0662, 2020년 10월 9일​​​​​​​
TEST_0663, 임대차계약이 종료된 후 2년이 지나
TEST_0664, 흑석동​​​​​​​​​​​​​​​​
TEST_0665, 6월 1일​​​​​​​​​​​​​​
TEST_0666," 56,594㎢로, 남한의 1/4 정"
TEST_0667, 100개 이상.​​​​​​​​​​​
TEST_0668, 2020년 7월 1일​​​​​​​​
TEST_0669, 5만500명. 
TEST_0670, 자그레브​​​​​​​​​​​​​​​
TEST_0671, 약 1000만명 분량의 백신을 우선
TEST_0672, DNA백신이야. DNA백신은 DNA
TEST_0673, 60개 
TEST_0674, 20건이다. 
TEST_0675," 보건의료인과 사회 필수시설 종사자,"
TEST_0676, 한국농어촌공사​​​​​​​​​​​​
TEST_0677, 장영호​​​​​​​​​​​​​​​​
TEST_0678, 9개​
TEST_0679, 2019년 12월 10일​​​​​​
TEST_0680," 공간효율, 주민행복, 사회적책임​​"
TEST_0681, 199년 외환위기 직후 경기 부양을
TEST_0682, 7조 4109억원​​​​​​​​​​
TEST_0683, 5%​​​​​​​​​​​​​​​​​
TEST_0684, 수요 예측 실패 등으로 적자가 이어
TEST_0685, MRG(Minimum Revenue
TEST_0686, 2만3006대​​​​​​​​​​​​
TEST_0687, 2021년 1월 18일 ​​​​​​
TEST_0688, 98만500대​​​​​​​​​​​​
TEST_0689," 혼다 오딧세이, 도요타 시에나​​​"
TEST_0690, 세도나​​​​​​​​​​​​​​​​
TEST_0691, 2021년 2월 21일​
TEST_0692, 서찬식​​​​​​​​​​​​​​​​
TEST_0693, 11명​
TEST_0694, 2개 
TEST_0695, 2019년 
TEST_0696, 1월 1일​
TEST_0697, 5월 10일까지 
TEST_0698, 5월 10일​
TEST_0699, 전남도 토지관리과​​​​​​​​​​
TEST_0700, 5월10일​​​​​​​​​​​​​​
TEST_0701, 1. 윤 총장은 추 장관이 채널A 
TEST_0702, 200만원​
TEST_0703, 11월 
TEST_0704, 천안시​
TEST_0705," 음식점과 주점, 사우나, 수영장, "
TEST_0706, 0.3% 
TEST_0707, 100명당 5.8명 이상이면 유행 
TEST_0708, 20%로 낮추기로 했다.​​​​​​
TEST_0709, 소급적용은 하지 않는다. ​​​​​
TEST_0710, 저신용자가 제도권에서 대출을 받지 
TEST_0711, 연간 2700억원 이상 추가 공급​
TEST_0712, 57만명​​​​​​​​​​​​​​​
TEST_0713, Sargassum horneri​​
TEST_0714, 3~5m 
TEST_0715, 중국 저우산 지역​​​​​​​​​​
TEST_0716, 3~6월​​​​​​​​​​​​​​​
TEST_0717, 이미퀴모드(Imiquimod)​​​
TEST_0718, 전공의 1만3571명 중 9383명
TEST_0719, 69.1%​​​​​​​​​​​​​​
TEST_0720, 500여명​​​​​​​​​​​​​​
TEST_0721, 6000명 이상(경찰 추산 3000
TEST_0722, 244곳​ 
TEST_0723, 메리퀸 
TEST_0724, 17농가​
TEST_0725, 메리퀸​​​​​​​​​​​​​​​​
TEST_0726, 2017년 
TEST_0727, 싱가포르와 말레이시아 
TEST_0728, 생활치료센터​​​​​​​​​​​​​
TEST_0729, 19일 대기 환자가 발생할 가능성을
TEST_0730, 생활치료센터 
TEST_0731, 2020년 3월 11일​​​​​​​
TEST_0732, 2회 이상​​​​​​​​​​​​​​
TEST_0733, 2018년​
TEST_0734, 208명​
TEST_0735, 수도권과 강원권​​​​​​​​​​​
TEST_0736, 100명​​​​​​​​​​​​​​​
TEST_0737, 11.1명​​​​​​​​​​​​​​
TEST_0738, 음식물 섭취가 금지된다.​​​​​​
TEST_0739," 14주, 22주, 33주, 44주,"
TEST_0740, 1년 이하​
TEST_0741, 낙태죄 완전 폐지를 권고한다. ​​
TEST_0742, CEDAW​
TEST_0743," 낙태를 비범죄화, 비처벌화 하는 것"
TEST_0744, 명륜역​​​​​​​​​​​​​​​​
TEST_0745, 트롬 건조기 1대 80만원​​​​​
TEST_0746, 노무현 대통령 시절 청와대에 제작한
TEST_0747, BTS CD​​​​​​​​​​​​​
TEST_0748, 20만원​​​​​​​​​​​​​​​
TEST_0749, 65%​
TEST_0750, 115만명. 2019년 12월 기준
TEST_0751, 오지랩(OZYLAB) 
TEST_0752, 10초​​​​​​​​​​​​​​​​
TEST_0753, 2019년 12월. 제일기획은 20
TEST_0754, 1개월 이내​​​​​​​​​​​​​
TEST_0755, 영하 70도​​​​​​​​​​​​​
TEST_0756, 화이자 백신은 영하 70도에서 보관
TEST_0757, 화이자 백신은 영하 70도에서 최대
TEST_0758, 단백질​​​​​​​​​​​​​​​​
TEST_0759, mRNA 백신은 바이러스를 약하게 
TEST_0760, 50~70% 
TEST_0761, 2021년 3월 30일​​​​​​​
TEST_0762, 10.3%​​​​​​​​​​​​​​
TEST_0763, 38.1%​​​​​​​​​​​​​​
TEST_0764, 30.1%​​​​​​​​​​​​​​
TEST_0765," 10,00원​​​​​​​​​​​​​"
TEST_0766, 168개 요양병원 중 167개 요양
TEST_0767, 9월 21일​​​​​​​​​​​​​
TEST_0768, 7명​​​​​​​​​​​​​​​​​
TEST_0769, 99명 
TEST_0770, 9월 이후​​​​​​​​​​​​​​
TEST_0771, 박일준 ​​​​​​​​​​​​​​​
TEST_0772, 26곳​
TEST_0773, 신재생에너지와 산업재해 예방을 위한
TEST_0774, 400만원이다. ​​​​​​​​​​
TEST_0775, 237명​​​​​​​​​​​​​​​
TEST_0776, 41m2​​​​​​​​​​​​​​​
TEST_0777, 300만원​​​​​​​​​​​​​​
TEST_0778, 8%​​​​​​​​​​​​​​​​​
TEST_0779, 70% 
TEST_0780, 80% 
TEST_0781, 191명​
TEST_0782, 75명​ 
TEST_0783, 12명 
TEST_0784, 11월 11일 
TEST_0785, 13%대​​​​​​​​​​​​​​​
TEST_0786, 1995년​
TEST_0787, 2014년​​​​​​​​​​​​​​
TEST_0788, 5만4413대​​​​​​​​​​​​
TEST_0789, 약 320억 원​​​​​​​​​​​
TEST_0790, 87개​​​​​​​​​​​​​​​​
TEST_0791, 133조원​​​​​​​​​​​​​​
TEST_0792, 투명 페이스쉴드(얼굴덮개)​​​​​
TEST_0793, 17.2%​​​​​​​​​​​​​​
TEST_0794, 21.5%​​​​​​​​​​​​​​
TEST_0795, 95% 신뢰수준에 ±1.9%​​​​
TEST_0796, 2021년 7월 2일​​​​​​​​
TEST_0797, 법무연수원은 검찰에서 가장 큰 연수
TEST_0798, 익산​ 
TEST_0799, 8월 18일 ​​​​​​​​​​​​
TEST_0800, 60세​​​​​​​​​​​​​​​​
TEST_0801, 군산의료원​​​​​​​​​​​​​​
TEST_0802, 강영석​​​​​​​​​​​​​​​​
TEST_0803, 400명​​​​​​​​​​​​​​​
TEST_0804," 서울, 부산, 대전, 청주, 제주,"
TEST_0805, 부산시청 시민광장​​​​​​​​​​
TEST_0806, 김재하​​​​​​​​​​​​​​​​
TEST_0807, 1970년 11월 13일 
TEST_0808, 50%까지만 적용된다.​
TEST_0809, 5월 28일 목포시의회 의결을 거쳐
TEST_0810, 유흥주점 등 고급 오락장에 해당하는
TEST_0811, 2800여만원 
TEST_0812, 시의회 의결을 거쳐야 한다.​
TEST_0813, 7~8% 수준에서 논의 중​​​​​
TEST_0814, 홍남기 경제부총리 겸 기획재정부 장
TEST_0815, 160조 원​​​​​​​​​​​​​
TEST_0816, 512조3000억원​​​​​​​​​
TEST_0817, 43.5%​​​​​​​​​​​​​​
TEST_0818, A씨는 “상급자들이 ‘청경 총괄 부
TEST_0819, “도청 현관 데스크에서 민원인 안내
TEST_0820, 2주 
TEST_0821, 강원도청 내 청경 근무지​
TEST_0822," 총무과. 청경의 인사, 급여, 복무"
TEST_0823, 대구광역시 수성구 청호로 321(황
TEST_0824, 대구 동구 팔공로 227(봉무동)에
TEST_0825, 대구 동구 파계로112길 17(중대
TEST_0826, 대구 중구 남성로 49​​​​​​​
TEST_0827, 대구 중구 달구벌대로415길 49(
TEST_0828, 독일​​​​​​​​​​​​​​​​​
TEST_0829, 보리스 존슨 영국 총리​​​​​​​
TEST_0830, 파리 기후 협약​​​​​​​​​​​
TEST_0831, 방위비 분담 문제​​​​​​​​​​
TEST_0832, 바이든 행정부에서 기대하기 어려운 
TEST_0833, 광주지역본부 주차장 
TEST_0834, 금요일 
TEST_0835, NH농협은행 대학생봉사단 N돌핀​C
TEST_0836, 탄소배출 저감​
TEST_0837, 강​​​​​​​​​​​​​​​​​​
TEST_0838, 10만원​
TEST_0839," 여의도 한강공원, 뚝섬 한강공원, "
TEST_0840," 여의도 한강공원, 뚝섬 한강공원, "
TEST_0841," 1시간당 10분, 또는 3시간당 3"
TEST_0842, 전체 좌석의 30% 이내로 대면 예
TEST_0843, 태극기 혁명 국민운동본부(국본)와 
TEST_0844, 100인 미만​​​​​​​​​​​​
TEST_0845, '새로운 한국을 위한 국민행동'(새
TEST_0846," 광화문광장, 서울광장, 청계광장, "
TEST_0847, 73명​​​​​​​​​​​​​​​​
TEST_0848, 서울 전셋값 상승률이 가장 높은 곳
TEST_0849, 35.2km 
TEST_0850, 2020년 12월 31일​​​​​​
TEST_0851, 2조1990억원​​​​​​​​​​​
TEST_0852, 2021년 6월 7일​​​​​​​​
TEST_0853, 2900원 수준​​​​​​​​​​​
TEST_0854, 인구 1인당 10.9회 분​​​​​
TEST_0855, 1억회 분​​​​​​​​​​​​​​
TEST_0856, 2회 접종​​​​​​​​​​​​​​
TEST_0857, 1304명​​​​​​​​​​​​​​
TEST_0858, 2023~2024년​​​​​​​​​
TEST_0859, 2020년 10월 22일​​​​​​
TEST_0860, 인플루언서(Influencer)와 
TEST_0861, 23.29%​​​​​​​​​​​​​
TEST_0862, 3조원 이상​​​​​​​​​​​​​
TEST_0863, 2018년 지배구조 개편이 무산된 
TEST_0864," 현대엔지니어링, 현대건설, 현대모비"
TEST_0865, 현대글로비스​​​​​​​​​​​​​
TEST_0866, 훙멍​​​​​​​​​​​​​​​​​
TEST_0867, 위청둥​​​​​​​​​​​​​​​​
TEST_0868, Honor​​​​​​​​​​​​​​
TEST_0869, TSMC​​​​​​​​​​​​​​​
TEST_0870, 2021년​​​​​​​​​​​​​​
TEST_0871, 459%​​​​​​​​​​​​​​​
TEST_0872, 680%​​​​​​​​​​​​​​​
TEST_0873, 926%​​​​​​​​​​​​​​​
TEST_0874, 618%​​​​​​​​​​​​​​​
TEST_0875, 970%​​​​​​​​​​​​​​​
TEST_0876, 8월​
TEST_0877, 양향자 의원​
TEST_0878, 5월 중 취합해 늦어도 6월 안에 
TEST_0879," 소병철, 김경만, 김병주, 김주영,"
TEST_0880, 2021년 4월 23일​​​​​​​
TEST_0881, 3명​​​​​​​​​​​​​​​​​
TEST_0882, 80점 이상​​​​​​​​​​​​​
TEST_0883, 141대 1​​​​​​​​​​​​​
TEST_0884, 2명​​​​​​​​​​​​​​​​​
TEST_0885, 17점​​​​​​​​​​​​​​​​
TEST_0886, 진보 성향 응답자 중 12.1%가 
TEST_0887, 서울중앙지검​
TEST_0888, 71.1%​
TEST_0889, 28.3% 
TEST_0890, 2007년​​​​​​​​​​​​​​
TEST_0891," 한진그룹이 아시아나항공을 인수하면,"
TEST_0892, 24일​​​​​​​​​​​​​​​​
TEST_0893, 1조300억원​​​​​​​​​​​​
TEST_0894, 딜리버리히어로​​​​​​​​​​​​
TEST_0895, 한진그룹​​​​​​​​​​​​​​​
TEST_0896, 미래통합당 
TEST_0897, 2014년​​​​​​​​​​​​​​
TEST_0898, 7.4%​​​​​​​​​​​​​​​
TEST_0899, 2014년​​​​​​​​​​​​​​
TEST_0900, 2011년 9.6%에서 2019년 
TEST_0901, 롯데호텔 서울​​​​​​​​​​​​
TEST_0902, 코로나19 확산으로 사회적 거리두기
TEST_0903, 1. 사회적 거리두기 2. 보상소비
TEST_0904, 50명 미만​
TEST_0905, 따로 또 같이​​​​​​​​​​​​
TEST_0906, 11일​​​​​​​​​​​​​​​​
TEST_0907, 2893억원​​​​​​​​​​​​​
TEST_0908, 김포골드선의 종착역은 구래역이야. 
TEST_0909, 틱톡​​​​​​​​​​​​​​​​​
TEST_0910, 2020년 6월 6일​​​​​​​​
TEST_0911, 트럼프 행정부를 미국 법원에 고소할
TEST_0912, 세쿼이아 캐피탈​​​​​​​​​​​
TEST_0913, 틱톡을 지지한다.​​​​​​​​​​
TEST_0914, 55세​
TEST_0915, 중앙대 
TEST_0916, 캠코브러리​​​​​​​​​​​​​​
TEST_0917, 전북 정읍 
TEST_0918," 국유증권실 실장, 조세채권관리처 처"
TEST_0919, 270명​​​​​​​​​​​​​​​
TEST_0920, 1개 주당 1표​​​​​​​​​​​
TEST_0921, 부통령​​​​​​​​​​​​​​​​
TEST_0922, 26곳​​​​​​​​​​​​​​​​
TEST_0923, 20%​​​​​​​​​​​​​​​​
TEST_0924, 10명 이상 집합금지 명령이 내려진
TEST_0925, 질병관리청​​​​​​​​​​​​​​
TEST_0926, 8월 23일 자정부터​​​​​​​​
TEST_0927, 1만576건​​​​​​​​​​​​​
TEST_0928, 집합금지 명령​​​​​​​​​​​​
TEST_0929, 삼척동자에게 물어봐도 ‘국가가 10
TEST_0930, 범대위 
TEST_0931, 551억원 
TEST_0932, 9월 1일까지 
TEST_0933, 2017년 11월 15일​​​​​​
TEST_0934, 10월 13일​​​​​​​​​​​​
TEST_0935, 4%​​​​​​​​​​​​​​​​​
TEST_0936, 5%​​​​​​​​​​​​​​​​​
TEST_0937, 0.5%​​​​​​​​​​​​​​​
TEST_0938, 5.9%​​​​​​​​​​​​​​​
TEST_0939, 50명 이내​​​​​​​​​​​​​
TEST_0940, 9월 28일​​​​​​​​​​​​​
TEST_0941, 서울 강남구​​​​​​​​​​​​​
TEST_0942, 의정부​​​​​​​​​​​​​​​​
TEST_0943, 경북대병원​​​​​​​​​​​​​​
TEST_0944, 59.8%​​​​​​​​​​​​​​
TEST_0945, 1. 요기요 매각 2. 배달앱 시장
TEST_0946, 40억 달러(약 4조7500억원)​
TEST_0947, 배달앱 시장의 독과점 우려를 해소하
TEST_0948, 11월 기준 120만 명​​​​​​
TEST_0949, 1. 조사원들이 직접 방문하여 조사
TEST_0950, 2011년 
TEST_0951, 118억원​
TEST_0952, 350개​
TEST_0953, 50%​
TEST_0954, 7월 20일​​​​​​​​​​​​​
TEST_0955, 10억300만원​​​​​​​​​​​
TEST_0956, 8차례에 걸쳐 10억6400여만원​
TEST_0957, 16.6%​​​​​​​​​​​​​​
TEST_0958, 7억5900만원​​​​​​​​​​​
TEST_0959, 94억원​​​​​​​​​​​​​​​
TEST_0960, 39% 
TEST_0961, 내년 1월 1일​​​​​​​​​​​
TEST_0962, 추가 인력 채용에 따른 비용부담 때
TEST_0963, 3개월​​​​​​​​​​​​​​​​
TEST_0964, 56%​​​​​​​​​​​​​​​​
TEST_0965, 2020년 10월 14일 ~ 15일
TEST_0966, 사이먼 스미스​​​​​​​​​​​​
TEST_0967, 인천경제자유구역청​​​​​​​​​​
TEST_0968, 인천경제자유구역청은 포스트 코로나 
TEST_0969, 인천경제자유구역청​​​​​​​​​​
TEST_0970, 40.1% 
TEST_0971, 14507종​​​​​​​​​​​​​
TEST_0972, 굽은애기불가사리​​​​​​​​​​​
TEST_0973, 1071종​​​​​​​​​​​​​​
TEST_0974, 31종​​​​​​​​​​​​​​​​
TEST_0975, 2004년 12.6%​ 
TEST_0976, 1962년 6월​
TEST_0977, 1984년 11월​​​​​​​​​​
TEST_0978, 버스요금 선수제(승차 때 요금을 받
TEST_0979," 1회용 승차권, 정기권, 정기이용권"
TEST_0980, 400억 원 이상​​​​​​​​​​
TEST_0981, 임신 14주까지 임신 14주까지 임
TEST_0982, 임신 14주까지 임신 중기 주수는 
TEST_0983, 미프진은 임신 12주까지 태아를 안
TEST_0984, 24시간의 숙려기간을 거친 후 의사
TEST_0985, 낙태 시술을 거부할 수 있는 권리는
TEST_0986," 입춘, 우수, 경칩, 춘분, 청명,"
TEST_0987, 30만원​
TEST_0988, 3~4건​
TEST_0989, 90~100만원대 
TEST_0990, 130~150만원대 
TEST_0991, 홍남기 부총리가 경제 실책에 대한 
TEST_0992, 홍남기 경제부총리 겸 기획재정부 장
TEST_0993, 2020년 10월 24일​
TEST_0994, 2020년 9월 16일​
TEST_0995, 7월 14일​
TEST_0996, 갤럭시노트20이 아닌 갤럭시Z 폴드
TEST_0997, 갤럭시Z 폴드2였다. ​
TEST_0998, 50만대 ​
TEST_0999, 10분의 1 
TEST_1000, 800만대 ​​​​​​​​​​​​​
TEST_1001, 함께 헤어​​​​​​​​​​​​​​
TEST_1002, 성남시 중원구 도촌종합사회복지관​​
TEST_1003, 20년​​​​​​​​​​​​​​​​
TEST_1004, 300원​​​​​​​​​​​​​​​
TEST_1005, 매주 월·수·금 오전 10시부터 오
TEST_1006, 제주국제자유도시개발센터(JDC)가 
